index,Vkey,VPsize,Information Retrieval,H-Index,Citations,Qualis,World Wide Web,Computer graphics (images),Operating system,Algorithm,Database,Computer network,Data mining,Programming language,Machine learning,Computer vision,Natural language processing,Computer hardware,Pattern recognition,Embedded system,Simulation,Internet privacy,Artificial intelligence,Human-computer interaction,Speech recognition,Parallel computing,Distributed computing,Computer architecture,Computational biology,Real-time computing,Computational science,Data science,Information retrieval,Theoretical computer science,Management science,Cognitive science,Operations research,Computer security,Bioinformatics,Multimedia,Mathematical optimization,Knowledge management,Telecommunications
3151,conf/wsks,505.0,,10.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3152,conf/sigdoc,1067.0,,12.0,4591.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3153,conf/itre,158.0,,,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154,conf/cimcdm,151.0,,,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,journals/ijdc,281.0,,,1123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3156,homepages/15,10970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,conf/cogsys,14.0,,21.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,conf/fun,130.0,,5.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,conf/wmash,49.0,,,1420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,journals/cloudcomp,77.0,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,conf/swap,134.0,,,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,conf/ipom,97.0,,,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3163,conf/sruti,30.0,,,883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3164,conf/tsp,467.0,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165,conf/slds,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3166,homepages/76,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,conf/jcdcg,181.0,,,2036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,conf/walcom,246.0,,10.0,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,conf/alenex,288.0,,,5493.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,conf/wafr,247.0,,,5015.0,B4,,,,,,,,,,,,,,,126.0,,111.0,,,,,,,,,,,,,,,,,,,,
3171,conf/dcfs,324.0,,,1827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3172,conf/cgga,23.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,conf/cg,201.0,,20.0,3006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,conf/s-egc,27.0,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,journals/jmc,139.0,,,863.0,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,conf/biosig,216.0,,9.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,conf/ima,306.0,,25.0,4956.0,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,journals/joc,476.0,,28.0,28486.0,A2,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,conf/voteid,58.0,,,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,conf/africacrypt,190.0,,17.0,1708.0,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,conf/sicherheit,238.0,,3.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,conf/europki,196.0,,,1065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,conf/mycrypt,23.0,,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,journals/ijhcr,91.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,conf/netsec,15.0,,25.0,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,conf/trust,162.0,,18.0,822.0,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,conf/apf,27.0,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,conf/ecAgents,21.0,,,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,conf/ants,383.0,,,8568.0,B1,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,conf/pairing,129.0,,,1627.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,conf/isn,304.0,,2.0,4891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,conf/mobisec,70.0,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,conf/weworc,37.0,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,journals/dud,2307.0,,,4364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,conf/esas,67.0,,,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,tr/trier,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,conf/isse,95.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,conf/iuk,47.0,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,books/teu,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,conf/siguccs,1902.0,,6.0,63273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,conf/modellierung,265.0,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,conf/parcella,117.0,,,185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,conf/southchi,105.0,,4.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,conf/webnet,2148.0,,,4165.0,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,conf/wims,251.0,,9.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,conf/vision,39.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,conf/egov,832.0,,13.0,2610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,
3208,conf/icitst,624.0,,13.0,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,conf/essos,137.0,,,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,conf/schule,614.0,,,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,conf/iics,242.0,,5.0,542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,conf/sip,472.0,,9.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,journals/login,682.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,conf/ei,49.0,,20.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,conf/ifip11-8,98.0,,14.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,journals/jmpt,65.0,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,journals/ijtem,53.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,homepages/m,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,conf/blogtalk,19.0,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,series/lnsn,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,conf/ecce,382.0,,8.0,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,conf/ficloud,90.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,conf/paa,24.0,,,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,conf/beliv,55.0,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,conf/mmdb,27.0,,,559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,conf/vvs,88.0,,,10463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,journals/jns,392.0,,,6343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,conf/greenets,29.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,journals/comvis,116.0,,,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,conf/cimsivp,77.0,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,conf/faa,37.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,conf/async,439.0,,,6480.0,A2,,,,,,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,
3233,homepages/71,11016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,conf/cicomms,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,conf/imr,570.0,,12.0,10421.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,conf/cescit,57.0,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,conf/iess,137.0,,8.0,199.0,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,conf/icbo,242.0,,7.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,17.0,,,,
3239,journals/hm,67.0,,,1269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,conf/tdb,38.0,,,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,conf/sbbd,309.0,,,2214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,books/igi/Sakr11,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,books/ph/frakesB92,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,conf/pci,507.0,,8.0,1134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,conf/wiri,34.0,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,conf/cmmr,267.0,,,1122.0,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,journals/jidm,193.0,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,conf/vdat,156.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,journals/ipsj,125.0,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,conf/syde,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,conf/tap,118.0,,21.0,721.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,conf/mbmv,438.0,,9.0,442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,journals/ijamc-igi,73.0,,,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,conf/fdl,556.0,,10.0,1215.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,conf/safecomp,712.0,,14.0,3476.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,conf/forms,26.0,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,journals/jsat,97.0,,,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,conf/latw,115.0,,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,conf/biosurveillance,45.0,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,journals/misq,899.0,,,126924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,,,,,,,89.0,
3261,conf/wisi,34.0,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,journals/arist,134.0,,,9390.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,series/anis,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,conf/mseem,57.0,,12.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,reference/social,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,conf/wcsc,44.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,conf/eais,109.0,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,journals/jaif,77.0,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,journals/ijfsa,65.0,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,conf/cibim,37.0,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,conf/codcry,42.0,,,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,conf/dbsocial,23.0,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,conf/cswws,15.0,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,homepages/17,10990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3275,conf/nordichi,731.0,,,4633.0,B1,,,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,136.0,,141.0,
3276,conf/swws,187.0,,42.0,223.0,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,conf/IEEEcsa,41.0,,8.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,homepages/87,11037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,conf/cbse,272.0,,,1839.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,conf/fbit,157.0,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,conf/icwet,702.0,,83.0,503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,conf/sscc,83.0,,17.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,conf/socs,232.0,,14.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,conf/sigcpr,659.0,,8.0,3013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,
3285,journals/ijcih,25.0,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,conf/icacni,136.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,journals/isi,464.0,,6.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,conf/hpagc,59.0,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,conf/isrr,233.0,,,7777.0,B4,,,,,,,,,,,,,,,137.0,,132.0,,,,,,,,,,,,,,,,,,,,
3290,journals/ijidss,84.0,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,reference/robo,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,conf/iwips,105.0,,,186.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,conf/pakm,211.0,,,2231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,conf/fit,364.0,,8.0,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,conf/greens,25.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,books/sp/aws14,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,journals/dbsk,306.0,,,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,conf/quacon,17.0,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,conf/saso,564.0,,13.0,1539.0,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,
3300,journals/jaise,273.0,,,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,conf/plop,55.0,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,conf/coordination,377.0,,78.0,6017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,conf/icps,212.0,,,1687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,conf/modelsward,129.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,books/igi/HinzeB10,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,conf/intellcomm,58.0,,,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,conf/mmnet,25.0,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308,conf/hotos,365.0,,,13558.0,A2,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,
3309,conf/lori,105.0,,11.0,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,conf/qosa,176.0,,,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,conf/anlp,332.0,,,34890.0,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,homepages/53,11007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,journals/jeim,435.0,,24.0,8904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,
3314,conf/smile,39.0,,,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,conf/vast,277.0,,,1723.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,conf/afpac,51.0,,,512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,conf/iwcm,18.0,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,conf/clor,31.0,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,conf/shape,20.0,,,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,journals/ftcgv,23.0,,,3960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3321,journals/ijicot,45.0,,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,journals/infor,168.0,,,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,
3323,conf/icisp,286.0,,7.0,431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,series/lncse,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,journals/orgsci,621.0,,68.0,19294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,conf/iaw,51.0,,,447.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,conf/id,14.0,,,1149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3328,conf/iccl,184.0,,,4701.0,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,journals/jitech,317.0,,27.0,4362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,
3330,conf/mach,51.0,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,journals/aslib,589.0,,,15272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3332,journals/jais,395.0,,,10088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,
3333,journals/jib,253.0,,12.0,798.0,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,6.0,,,,
3334,journals/iando,191.0,,,4105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,journals/ijiscm,140.0,,,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,conf/iastedSE,270.0,,22.0,531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,conf/ifip6-2,163.0,,,798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,conf/iptc,64.0,,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,conf/woa,251.0,,,814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,books/sp/ess14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,journals/taosd,99.0,,,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,conf/context,337.0,,7.0,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,
3343,conf/fois,210.0,,,2158.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,conf/dlog,979.0,,,10351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,conf/iwpse,134.0,,,1572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,journals/ws,333.0,,,22892.0,A1,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,journals/sigart,340.0,,,5575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,conf/iski,43.0,,,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,journals/ao,133.0,,,3081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,conf/mcetech,66.0,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,conf/hpts,97.0,,,2147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,journals/at,933.0,,9.0,348.0,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,
3353,conf/proms,19.0,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,conf/complexsystems,192.0,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,homepages/05,11007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,conf/asm,288.0,,,1689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,journals/ijebr,204.0,,,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,conf/cbdar,29.0,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,journals/ijrft,75.0,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,conf/iwcf,57.0,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,conf/cosit,345.0,,,9196.0,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,conf/cardis,254.0,,,4012.0,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,conf/icits,107.0,,,468.0,A2,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,conf/intrust,74.0,,,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,conf/cqre,23.0,,,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,journals/ijact,56.0,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,conf/wote,25.0,,,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,conf/uwec,35.0,,,3970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,conf/analco,132.0,,,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,homepages/e,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,conf/ejc,415.0,,6.0,1022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,conf/auic,195.0,,,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,conf/icitcs,212.0,,1.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,journals/iwc,984.0,,,20295.0,B1,,,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,101.0,,97.0,
3375,conf/promise,97.0,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,journals/lalc,625.0,,14.0,7212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,conf/icecs,98.0,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,conf/caldam,28.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,conf/iccal,135.0,,,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,conf/nlmua,86.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
