	Name	Link	NPubs_list	NCits_list	ShortName
115	ACM/IEEE Joint Conference on Digital Libraries	/Conference/115/jcdl-acm-ieee-joint-conference-on-digital-libraries	1270	7205	JCDL
1685	Symposium on Computer Animation	/Conference/1685/sca-symposium-on-computer-animation	258	7032	SCA
2019	Human Language Technology	/Conference/2019/hlt-human-language-technology	525	7030	HLT
218	Public Key Cryptography	/Conference/218/pkc-public-key-cryptography	425	6956	PKC
2339	Visual Communications and Image Processing	/Conference/2339/vcip-visual-communications-and-image-processing	914	6950	VCIP
2684	Empirical Methods in Natural Language Processing	/Conference/2684/emnlp-empirical-methods-in-natural-language-processing	694	6920	EMNLP
1201	IFIP Conference on Human-Computer Interaction	/Conference/1201/interact-ifip-conference-on-human-computer-interaction	1227	6868	INTERACT
387	Symposium on Large Spatial Databases	/Conference/387/ssd-symposium-on-large-spatial-databases	295	6806	SSD
84	International Symposium on Algorithms and Computation	/Conference/84/isaac-international-symposium-on-algorithms-and-computation	1226	6758	ISAAC
1043	Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems	/Conference/1043/symposium-on-haptic-interfaces-for-virtual-environment-and-teleoperator-systems	975	6749	
289	Advanced Information Networking and Applications	/Conference/289/aina-advanced-information-networking-and-applications	3283	6735	AINA
616	Document Analysis Systems	/Conference/616/das-document-analysis-systems	4301	6678	DAS
246	Rewriting Techniques and Applications	/Conference/246/rta-rewriting-techniques-and-applications	698	6665	RTA
3411	IEEE International Conference on Computer-Aided Design	/Conference/3411/iccad-ieee-international-conference-on-computer-aided-design	2267	6652	ICCAD
607	Computer Science Logic	/Conference/607/csl-computer-science-logic	854	6635	CSL
556	Compiler Construction	/Conference/556/cc-compiler-construction	492	6598	CC
119	Job Scheduling Strategies for Parallel Processing	/Conference/119/jsspp-job-scheduling-strategies-for-parallel-processing	213	6589	JSSPP
1651	International Conference on Hardware Software Codesign	/Conference/1651/codes-international-conference-on-hardware-software-codesign	341	6587	CODES
110	International Conference on Program Comprehension	/Conference/110/icpc-international-conference-on-program-comprehension	633	6555	ICPC
635	Digital Libraries	/Conference/635/dl-digital-libraries	352	6552	DL
943	European Symposium on Research in Computer Security	/Conference/943/esorics-european-symposium-on-research-in-computer-security	503	6549	ESORICS
993	Foundations of Genetic Algorithms	/Conference/993/foundations-of-genetic-algorithms	209	6518	
464	Virtual Reality	/Conference/464/vr-virtual-reality	460	6504	VR
1037	International Conference on Supporting Group Work	/Conference/1037/group-international-conference-on-supporting-group-work	495	6473	GROUP
1677	International Workshop on Modeling Analysis and Simulation of Wireless and Mobile Systems	/Conference/1677/mswim-international-workshop-on-modeling-analysis-and-simulation-of-wireless-and-mobile-systems	688	6462	MSWiM
388	Statistical and Scientific Database Management	/Conference/388/ssdbm-statistical-and-scientific-database-management	912	6441	SSDBM
636	Description Logics	/Conference/636/dlog-description-logics	623	6433	DLog
2992	Virtual Reality, IEEE Annual International Symposium	/Conference/2992/vr-virtual-reality-ieee-annual-international-symposium	924	6412	VR
204	Pacific-Asia Conference on Knowledge Discovery and Data Mining	/Conference/204/pakdd-pacific-asia-conference-on-knowledge-discovery-and-data-mining	1255	6400	PAKDD
262	ACM Policy	/Conference/262/acm-policy	104	6362	
1573	Symposium on Solid Modeling and Applications	/Conference/1573/sma-symposium-on-solid-modeling-and-applications	639	6342	SMA
4562	IEEE International Symposium on New Frontiers in Dynamic Spectrum Access Networks	/Conference/4562/dyspan-ieee-international-symposium-on-new-frontiers-in-dynamic-spectrum-access-networks	426	6302	DySPAN
602	Combinatorial Pattern Matching	/Conference/602/cpm-combinatorial-pattern-matching	530	6274	CPM
2327	Technology of Object-Oriented Languages and Systems	/Conference/2327/tools-technology-of-object-oriented-languages-and-systems	1423	6271	TOOLS
490	Web Intelligence	/Conference/490/wi-web-intelligence	2589	6263	WI
631	Designing Interactive Systems	/Conference/631/dis-designing-interactive-systems	447	6257	DIS
730	Workshop on Advances in Geographic Information Systems	/Conference/730/gis-workshop-on-advances-in-geographic-information-systems	803	6234	GIS
977	Financial Cryptography	/Conference/977/financial-cryptography	450	6221	
1956	European Semantic Web Symposium / Conference	/Conference/1956/esws-european-semantic-web-symposium-conference	584	6215	ESWS
2742	Sensor and Ad Hoc Communications and Networks	/Conference/2742/secon-sensor-and-ad-hoc-communications-and-networks	573	6185	SECON
258	Asian Conference on Computer Vision	/Conference/258/accv-asian-conference-on-computer-vision	1213	6128	ACCV
320	Audio- and Video-Based Biometric Person Authentication	/Conference/320/avbpa-audio-and-video-based-biometric-person-authentication	362	6101	AVBPA
2791	Annual Conference of the International Speech Communication Association	/Conference/2791/interspeech-annual-conference-of-the-international-speech-communication-association	7068	5975	INTERSPEECH
974	USENIX Conference on File and Storage Technologies	/Conference/974/usenix-conference-on-file-and-storage-technologies	219	5877	
1206	Integer Programming and Combinatorial Optimization	/Conference/1206/ipco-integer-programming-and-combinatorial-optimization	488	5832	IPCO
1070	International Conference on Advanced Learning Technologies	/Conference/1070/icalt-international-conference-on-advanced-learning-technologies	2928	5823	ICALT
1036	Grid Computing	/Conference/1036/grid-computing	432	5809	
1514	Recent Advances in Intrusion Detection	/Conference/1514/raid-recent-advances-in-intrusion-detection	301	5808	RAID
326	Symposium on Access Control Models and Technologies	/Conference/326/sacmat-symposium-on-access-control-models-and-technologies	261	5803	SACMAT
988	Fall Joint Computer Conference	/Conference/988/fall-joint-computer-conference	311	5776	
1621	Computer Animation Conference	/Conference/1621/ca-computer-animation-conference	290	5773	CA
240	Research and Education in Concurrent Systems	/Conference/240/rex-research-and-education-in-concurrent-systems	144	5707	REX
122	Knowledge-Based Intelligent Information & Engineering Systems	/Conference/122/kes-knowledge-based-intelligent-information-&-engineering-systems	3834	5701	KES
483	International Workshop on the Web and Databases	/Conference/483/webdb-international-workshop-on-the-web-and-databases	232	5701	WebDB
97	International Symposium on Quality Electronic Design	/Conference/97/isqed-international-symposium-on-quality-electronic-design	1775	5691	ISQED
1400	Conference on Computer Networks	/Conference/1400/networks-conference-on-computer-networks	215	5674	NETWORKS
4051	International Conference on Information Fusion	/Conference/4051/fusion-international-conference-on-information-fusion	1354	5671	FUSION
571	Conference on Innovative Data Systems Research	/Conference/571/cidr-conference-on-innovative-data-systems-research	161	5638	CIDR
2102	Internet Measurement Conference	/Conference/2102/imc-internet-measurement-conference	259	5600	IMC
1314	USENIX Systems Administration Conference	/Conference/1314/lisa-usenix-systems-administration-conference	739	5594	LISA
489	Workshop on Graph-Theoretic Concepts in Computer Science	/Conference/489/wg-workshop-on-graph-theoretic-concepts-in-computer-science	817	5550	WG
1313	Computerlinguistik	/Conference/1313/computerlinguistik	70	5542	
2261	Simulation of Adaptive Behavior	/Conference/2261/sab-simulation-of-adaptive-behavior	361	5532	SAB
840	DAGM Symposium Symposium for Pattern Recognition	/Conference/840/dagm-symposium-symposium-for-pattern-recognition	1921	5520	
1957	Emerging Technologies and Factory Automation	/Conference/1957/etfa-emerging-technologies-and-factory-automation	2973	5517	ETFA
229	Principles and Practice of Parallel Programming	/Conference/229/ppopp-principles-and-practice-of-parallel-programming	314	5504	PPoPP
42	International Conference on Service Oriented Computing	/Conference/42/icsoc-international-conference-on-service-oriented-computing	666	5493	ICSOC
243	RoboCup International Symposium	/Conference/243/robocup-robocup-international-symposium	1003	5453	RoboCup
5090	IEEE International Symposium on Spread Spectrum Techniques and Applications	/Conference/5090/isita-ieee-international-symposium-on-spread-spectrum-techniques-and-applications	1540	5426	ISITA
28	International Conference on Functional Programming	/Conference/28/icfp-international-conference-on-functional-programming	362	5426	ICFP
321	Working Conference on Advanced Visual Interfaces	/Conference/321/avi-working-conference-on-advanced-visual-interfaces	625	5422	AVI
488	Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises	/Conference/488/wetice-workshop-on-enabling-technologies-infrastructure-for-collaborative-enterprises	1206	5414	WETICE
1181	Integrated Network Management	/Conference/1181/integrated-network-management	949	5392	
402	Theory and Practice of Software Development	/Conference/402/tapsoft-theory-and-practice-of-software-development	393	5392	TAPSOFT
420	Theorem Proving in Higher Order Logics	/Conference/420/tphols-theorem-proving-in-higher-order-logics	569	5373	TPHOLs
325	Selected Areas in Cryptography	/Conference/325/sac-selected-areas-in-cryptography	589	5321	SAC
357	Software Engineering and Knowledge Engineering	/Conference/357/seke-software-engineering-and-knowledge-engineering	1831	5295	SEKE
2727	Multimedia Signal Processing	/Conference/2727/mmsp-multimedia-signal-processing	1351	5292	MMSP
214	Parallel and Distributed Processing Techniques and Applications	/Conference/214/pdpta-parallel-and-distributed-processing-techniques-and-applications	3158	5287	PDPTA
3875	Conference of the North American Fuzzy Information Processing Society	/Conference/3875/nafips-conference-of-the-north-american-fuzzy-information-processing-society	2407	5254	NAFIPS
1242	International Symposium on Systems Synthesis	/Conference/1242/isss-international-symposium-on-systems-synthesis	483	5227	ISSS
1166	Ant Algorithms	/Conference/1166/ant-algorithms	618	5224	
1365	Symposium on Asynchronous Circuits and Systems	/Conference/1365/async-symposium-on-asynchronous-circuits-and-systems	402	5205	ASYNC
466	Virtual Reality Software and Technology	/Conference/466/vrst-virtual-reality-software-and-technology	630	5200	VRST
2666	Conference on Decision and Control	/Conference/2666/cdc-conference-on-decision-and-control	331	5198	CDC
34	International Conference on Multimodal Interaction	/Conference/34/icmi-international-conference-on-multimodal-interaction	690	5169	ICMI
672	Knowledge Acquisition, Modeling and Management	/Conference/672/ekaw-knowledge-acquisition-modeling-and-management	420	5160	EKAW
1472	Pervasive Computing	/Conference/1472/pervasive-computing	235	5140	
1415	Workshop on New Security Paradigms	/Conference/1415/nspw-workshop-on-new-security-paradigms	272	5068	NSPW
2473	Global Telecommunications Conference	/Conference/2473/globecom-global-telecommunications-conference	256	5063	GLOBECOM
591	Computer Society International Conference	/Conference/591/compcon-computer-society-international-conference	899	5031	COMPCON
4558	IEEE XIII Workshop on Neural Networks for Signal Processing	/Conference/4558/nnsp-ieee-xiii-workshop-on-neural-networks-for-signal-processing	887	5026	NNSP
