Name	Link	NPubs_list	NCits_list	ShortName
Handbook of Regional and Urban Economics	/Journal/14608/handbook-of-regional-and-urban-economics	98	23	
International Journal of Care Pathways	/Journal/18503/international-journal-of-care-pathways	41	23	
International Journal of Business Performance and Supply Chain Modelling	/Journal/19133/int-j-bus-perform-supply-chain-model-international-journal-of-business-performance-and-supply	37	23	Int J Bus Perform Supply Chain Model
Games	/Journal/20829/games	17	23	
International Journal of Indian Culture and Business Management	/Journal/19012/int-j-indian-cult-bus-manag-international-journal-of-indian-culture-and-business-management	98	22	Int J Indian Cult Bus Manag
Economia E Sociedade	/Journal/19374/econ-e-soc-economia-e-sociedade	66	22	Econ e Soc
International Journal of Technoentrepreneurship	/Journal/18991/international-journal-of-technoentrepreneurship	32	22	
Current Issues in Auditing	/Journal/20155/current-issues-in-auditing	31	22	
Journal of Real Estate Research	/Journal/10963/j-real-estate-res-journal-of-real-estate-research	4	22	J REAL ESTATE RES
Commonwealth Fund Issue Briefs	/Journal/20342/commonwealth-fund-issue-briefs	1	22	
Bijblijven	/Journal/13922/bijblijven	698	21	
Knowledge Management for Development Journal	/Journal/16612/knowledge-management-for-development-journal	69	20	
Asia-pacific Journal of Financial Studies	/Journal/4637/asia-pac-j-financ-stud-asia-pacific-journal-of-financial-studies	55	20	ASIA-PAC J FINANC STUD
International Commerce Review	/Journal/13684/international-commerce-review	51	20	
Journal of Business Valuation and Economic Loss Analysis	/Journal/20043/journal-of-business-valuation-and-economic-loss-analysis	50	20	
Handbook of The Economics of Finance	/Journal/14571/handbook-of-the-economics-of-finance	30	20	
The Open Transportation Journal	/Journal/19715/open-transport-j-the-open-transportation-journal	27	20	Open Transport J
University Journal of Business	/Journal/16652/university-journal-of-business	207	19	
Journal of Chinese Economic and Foreign Trade Studies	/Journal/17078/journal-of-chinese-economic-and-foreign-trade-studies	66	19	
The Review of Socionetwork Strategies	/Journal/13811/the-review-of-socionetwork-strategies	17	19	
Oecd Journal: Economic Studies	/Journal/19480/oecd-journal-economic-studies	17	19	
Sociological Research	/Journal/20391/sociological-research	132	18	
Imf Economic Review	/Journal/15591/imf-economic-review	83	18	
International Journal of Sustainable Economy	/Journal/19061/int-j-sustain-econ-international-journal-of-sustainable-economy	48	18	Int J Sustain Econ
International Journal of Sustainable Strategic Management	/Journal/19042/int-j-sustain-strat-manag-international-journal-of-sustainable-strategic-management	40	18	Int J Sustain Strat Manag
Natural Gas	/Journal/13189/natural-gas	1330	17	
Journal of Transnational Management	/Journal/16298/journal-of-transnational-management	125	17	
Gaming Law Review and Economics	/Journal/16709/gaming-law-review-and-economics	95	17	
International Journal of Liability and Scientific Enquiry	/Journal/19014/international-journal-of-liability-and-scientific-enquiry	80	17	
Organizacija	/Journal/20277/organizacija	63	17	
Handbook of Defense Economics	/Journal/14600/handbook-of-defense-economics	58	17	
Monash Business Review	/Journal/19510/monash-business-review	164	16	
Opsearch	/Journal/13892/opsearch	66	16	
Global Jurist Advances	/Journal/20014/global-jurist-advances	66	16	
International Journal of Trade and Global Markets	/Journal/19022/int-j-trade-global-market-international-journal-of-trade-and-global-markets	65	16	Int J Trade Global Market
Journal of Workplace Rights	/Journal/19950/j-indiv-employ-right-journal-of-workplace-rights	36	16	J Indiv Employ Right
Journal of Research in Interactive Marketing	/Journal/17120/journal-of-research-in-interactive-marketing	35	16	
Oxonomics	/Journal/17495/oxonomics	31	16	
North American Review of Economics and Finance	/Journal/14489/north-american-review-of-economics-and-finance	26	16	
International Journal of Project Organisation and Management	/Journal/19062/international-journal-of-project-organisation-and-management	23	16	
International Journal of Asian Management	/Journal/13416/international-journal-of-asian-management	22	16	
Journal of Time Series Econometrics	/Journal/20055/j-time-econometrics-journal-of-time-series-econometrics	12	16	J Time Econometrics
Housing, Care and Support	/Journal/21960/housing-care-and-support	340	15	
Electronic News	/Journal/18198/electronic-news	146	15	
Iimb Management Review	/Journal/13997/iimb-management-review	67	15	
International Journal of Advanced Corporate Learning (ijac)	/Journal/21353/international-journal-of-advanced-corporate-learning-ijac	63	15	
International Journal of Chinese Culture and Management	/Journal/19024/int-j-chin-cult-manag-international-journal-of-chinese-culture-and-management	62	15	Int J Chin Cult Manag
International Journal of Services, Economics and Management	/Journal/19026/int-j-serv-econ-manag-international-journal-of-services-economics-and-management	49	15	Int J Serv Econ Manag
Indian Growth and Development Review	/Journal/17087/indian-growth-dev-rev-indian-growth-and-development-review	42	15	Indian Growth Dev Rev
Journal of Islamic Marketing	/Journal/17122/journal-of-islamic-marketing	41	15	
Wilmott Journal	/Journal/13362/wilmott-journal	34	15	
International Journal of Strategic Business Alliances	/Journal/19096/international-journal-of-strategic-business-alliances	25	15	
Advances in Consumer Research	/Journal/4611/advan-consum-res-advances-in-consumer-research	51	14	ADVAN CONSUM RES
Systems Research Forum	/Journal/17703/systems-research-forum	39	14	
South East European Journal of Economics and Business	/Journal/20234/s-east-eur-j-econ-bus-south-east-european-journal-of-economics-and-business	36	14	S East Eur J Econ Bus
International Journal of Digital Culture and Electronic Tourism	/Journal/19065/international-journal-of-digital-culture-and-electronic-tourism	31	14	
International Journal of Innovation Science	/Journal/18519/int-j-innovat-sci-international-journal-of-innovation-science	30	14	Int J Innovat Sci
Middle East Development Journal	/Journal/17702/middle-east-development-journal	18	14	
The Open Economics Journal	/Journal/19819/open-econ-j-the-open-economics-journal	17	14	Open Econ J
International Insolvency Review	/Journal/13177/international-insolvency-review	203	13	
Handbook of Agricultural Economics	/Journal/14607/handbook-of-agricultural-economics	118	13	
Journal of Financial Economic Policy	/Journal/17109/journal-of-financial-economic-policy	57	13	
Journal of The Knowledge Economy	/Journal/13945/journal-of-the-knowledge-economy	54	13	
Global Journal of Emerging Market Economies	/Journal/18236/global-journal-of-emerging-market-economies	49	13	
The International Journal of Applied Economics and Finance	/Journal/21273/the-international-journal-of-applied-economics-and-finance	31	13	
Applied Economic Perspectives and Policy	/Journal/4625/appl-econ-perspect-policy-applied-economic-perspectives-and-policy	22	13	APPL ECON PERSPECT POLICY
Financial Market Trends	/Journal/19469/financ-market-trends-financial-market-trends	14	13	Financ Market Trends
Global Jurist Topics	/Journal/20016/global-jurist-topics	55	12	
International Journal of Corporate Governance	/Journal/19037/int-j-corp-govern-international-journal-of-corporate-governance	23	12	Int J Corp Govern
International Journal of Management and Network Economics	/Journal/19047/int-j-manag-netw-econ-international-journal-of-management-and-network-economics	23	12	Int J Manag Netw Econ
Journal of Globalization and Development	/Journal/20064/journal-of-globalization-and-development	18	12	
Journal of Construction Research	/Journal/17684/j-construct-res-journal-of-construction-research	16	12	J Construct Res
Ekonomski Anali	/Journal/20106/ekonomski-anali	200	11	
Journal of Chinese Entrepreneurship	/Journal/17096/journal-of-chinese-entrepreneurship	53	11	
International Journal of Business and Emerging Markets	/Journal/19053/int-j-bus-emerg-market-international-journal-of-business-and-emerging-markets	42	11	Int J Bus Emerg Market
International Journal of Applied Management Science	/Journal/19060/int-j-appl-manag-sci-international-journal-of-applied-management-science	40	11	Int J Appl Manag Sci
Qualitative Research in Financial Markets	/Journal/17101/qualitative-research-in-financial-markets	34	11	
International Journal of Leisure and Tourism Marketing	/Journal/19085/int-j-leisure-tourism-market-international-journal-of-leisure-and-tourism-marketing	27	11	Int J Leisure Tourism Market
International Journal of Entrepreneurial Venturing	/Journal/19097/international-journal-of-entrepreneurial-venturing	26	11	
International Journal of Sustainable Design	/Journal/19030/int-j-sustain-des-international-journal-of-sustainable-design	14	11	Int J Sustain Des
Verslaving	/Journal/13976/verslaving	303	10	
Jeugd En Co Kennis	/Journal/13389/jeugd-en-co-kennis	226	10	
Asian Journal of Management Cases	/Journal/18133/asian-journal-of-management-cases	76	10	
Revue D Etudes Comparatives Est-ouest	/Journal/5022/rev-etud-compar-est-ouest-revue-d-etudes-comparatives-est-ouest	68	10	REV ETUD COMPAR EST-OUEST
Journal of Indian Business Research	/Journal/17108/journal-of-indian-business-research	58	10	
International Journal of Economic Policy in Emerging Economies	/Journal/19021/int-j-econ-pol-emerg-econ-international-journal-of-economic-policy-in-emerging-economies	54	10	Int J Econ Pol Emerg Econ
Journal of Knowledge-based Innovation in China	/Journal/17095/journal-of-knowledge-based-innovation-in-china	45	10	
Die Weltwirtschaft	/Journal/13533/die-weltwirtschaft	14	10	
Dlsu Business & Economics Review	/Journal/21105/dlsu-business-&-economics-review	46	9	
International Journal of E-services and Mobile Applications	/Journal/21403/international-journal-of-e-services-and-mobile-applications	40	9	
Asia-pacific Journal of Business Administration	/Journal/17105/asia-pacific-journal-of-business-administration	32	9	
Climate Change Economics	/Journal/17656/climate-change-economics	13	9	
International Journal of Inventory Research	/Journal/19051/international-journal-of-inventory-research	10	9	
Advances in Austrian Economics	/Journal/16960/advances-in-austrian-economics	3	9	
Legal Issues of Economic Integration	/Journal/15138/legal-issues-of-economic-integration	156	8	
International Journal of Monetary Economics and Finance	/Journal/19023/int-j-monetary-econ-finance-international-journal-of-monetary-economics-and-finance	53	8	Int J Monetary Econ Finance
Research in Accounting in Emerging Economies	/Journal/14777/research-in-accounting-in-emerging-economies	34	8	
Journal of International Commerce, Economics and Policy	/Journal/17657/journal-of-international-commerce-economics-and-policy	8	8	
Economic Analysis	/Journal/16278/economic-analysis	7	8	
Zeitschrift Fur Wirtschaftsgeographie	/Journal/5071/z-wirtsch-zeitschrift-fur-wirtschaftsgeographie	3	8	Z WIRTSCH
Market Management	/Journal/21198/market-manag-market-management	115	7	Market Manag
Rae-revista De Administracao De Empresas	/Journal/5002/rae-rev-adm-empres-rae-revista-de-administracao-de-empresas	71	7	RAE-REV ADM EMPRES
J. for Global Business Advancement	/Journal/18988/j-for-global-business-advancement	67	7	
International Journal of Critical Accounting	/Journal/19104/int-j-crit-account-international-journal-of-critical-accounting	47	7	Int J Crit Account
Asian Case Research Journal	/Journal/4630/asian-case-res-j-asian-case-research-journal	45	7	ASIAN CASE RES J
Journal of Education Finance	/Journal/18785/j-educ-finance-journal-of-education-finance	41	7	J Educ Finance
Journal of Hospitality and Tourism Technology	/Journal/17116/journal-of-hospitality-and-tourism-technology	29	7	
Oecd Journal: General Papers	/Journal/19476/oecd-journal-general-papers	26	7	
International Journal of Agile Systems and Management	/Journal/18980/international-journal-of-agile-systems-and-management	15	7	
Modern Economy	/Journal/21821/mod-econ-modern-economy	7	7	Mod Econ
International Journal of Economics and Business Research	/Journal/19090/int-j-econ-bus-res-international-journal-of-economics-and-business-research	55	6	Int J Econ Bus Res
International Journal of Urban Sustainable Development	/Journal/15718/international-journal-of-urban-sustainable-development	48	6	
International Journal of Accounting and Finance	/Journal/19066/int-j-account-finance-international-journal-of-accounting-and-finance	34	6	Int J Account Finance
International Journal of Advanced Operations Management	/Journal/19111/international-journal-of-advanced-operations-management	31	6	
International Journal of Decision Sciences, Risk and Management	/Journal/19117/int-j-decis-sci-risk-manag-international-journal-of-decision-sciences-risk-and-management	30	6	Int J Decis Sci Risk Manag
Afro-asian J. of Finance and Accounting	/Journal/19028/afro-asian-j-of-finance-and-accounting	23	6	
Review of Market Integration	/Journal/18241/review-of-market-integration	22	6	
International Journal of Public Sector Performance Management	/Journal/19003/international-journal-of-public-sector-performance-management	16	6	
Advances in Decision Sciences	/Journal/17900/advances-in-decision-sciences	12	6	
Journal of Benefit-cost Analysis	/Journal/20002/journal-of-benefit-cost-analysis	7	6	
Advances in Hospitality and Leisure	/Journal/16915/advances-in-hospitality-and-leisure	6	6	
International Journal of Electronic Banking	/Journal/19071/international-journal-of-electronic-banking	6	6	
Standby	/Journal/13972/standby	425	5	
Doboku Gakkai Ronbunshuu D	/Journal/20073/doboku-gakkai-ronbunshuu-d	227	5	
Choregia	/Journal/21708/choregia	42	5	
Sustainability Accounting, Management and Policy Journal	/Journal/16887/sustainability-accounting-management-and-policy-journal	34	5	
American J. of Finance and Accounting	/Journal/19057/american-j-of-finance-and-accounting	28	5	
International Journal of Adaptive and Innovative Systems	/Journal/19087/international-journal-of-adaptive-and-innovative-systems	16	5	
International Journal of Business Forecasting and Marketing Intelligence	/Journal/19077/int-j-bus-forecast-market-intell-international-journal-of-business-forecasting-and-marketing	14	5	Int J Bus Forecast Market Intell
International Journal of Business Continuity and Risk Management	/Journal/19125/international-journal-of-business-continuity-and-risk-management	13	5	
International Journal of Intelligent Enterprise	/Journal/18997/int-j-intell-enterprise-international-journal-of-intelligent-enterprise	10	5	Int J Intell Enterprise
Journal of Agricultural and Resource Economics	/Journal/4821/j-agr-resour-econ-journal-of-agricultural-and-resource-economics	9	5	J AGR RESOUR ECON
Economics and Organization of Enterprise	/Journal/20249/econ-organ-enterprise-economics-and-organization-of-enterprise	57	4	Econ Organ Enterprise
International Journal of Managerial and Financial Accounting	/Journal/19073/int-j-manag-financ-account-international-journal-of-managerial-and-financial-accounting	49	4	Int J Manag Financ Account
Ibusiness	/Journal/21841/ibusiness	40	4	
Kazoku Syakaigaku Kenkyu	/Journal/21816/kazoku-syakaigaku-kenkyu	35	4	
Journal of Infrastructure Development	/Journal/18243/journal-of-infrastructure-development	29	4	
International Journal of Business Intelligence Research	/Journal/21385/international-journal-of-business-intelligence-research	24	4	
International Journal of Behavioural Accounting and Finance	/Journal/19079/int-j-behav-account-finance-international-journal-of-behavioural-accounting-and-finance	20	4	Int J Behav Account Finance
Journal of Islamic Accounting and Business Research	/Journal/17125/journal-of-islamic-accounting-and-business-research	18	4	
Innovation-management Policy & Practice	/Journal/4777/innov-manag-policy-pract-innovation-management-policy-&-practice	13	4	INNOV-MANAG POLICY PRACT
Asian Journal of Marketing	/Journal/21290/asian-j-market-asian-journal-of-marketing	12	4	Asian J Market
Business History Review	/Journal/4658/bus-hist-rev-business-history-review	10	4	BUS HIST REV
The Open Management Journal	/Journal/19748/open-manag-j-the-open-management-journal	6	4	Open Manag J
Review of Economics and Institutions	/Journal/22107/review-of-economics-and-institutions	6	4	
Frontiers in Economic Analysis & Policy	/Journal/20009/frontiers-in-economic-analysis-&-policy	1	4	
Journal of The Plainsong and Mediaeval Music Society	/Journal/15103/journal-of-the-plainsong-and-mediaeval-music-society	80	3	
Sustainability: The Journal of Record	/Journal/16708/sustainability-the-journal-of-record	52	3	
Issues of Business and Law	/Journal/20273/issues-of-business-and-law	32	3	
Loyola Schools Review	/Journal/21108/loyola-schools-review	31	3	
International Business Management	/Journal/21305/int-bus-manag-international-business-management	26	3	Int Bus Manag
Design Management Journal	/Journal/17560/des-manag-j-design-management-journal	24	3	Des Manag J
International Journal of E-business Management	/Journal/20664/int-j-e-bus-strat-manag-international-journal-of-e-business-management	22	3	Int J E Bus Strat Manag
International Journal of Innovation in The Digital Economy	/Journal/21424/international-journal-of-innovation-in-the-digital-economy	22	3	
Journal of Gaming & Virtual Worlds	/Journal/18869/journal-of-gaming-&-virtual-worlds	21	3	
Journal of Service Science	/Journal/13902/journal-of-service-science	19	3	
Pacifica Review: Peace, Security & Global Change	/Journal/16162/pacifica-review-peace-security-&-global-change	13	3	
Trends in Agricultural Economics	/Journal/21274/trends-in-agricultural-economics	13	3	
International Journal on It/business Alignment and Governance	/Journal/21451/international-journal-on-it-business-alignment-and-governance	12	3	
Journal of Computational Finance	/Journal/4840/j-comput-financ-journal-of-computational-finance	9	3	J COMPUT FINANC
Review of Behavioral Finance	/Journal/13365/review-of-behavioral-finance	9	3	
Contributions To Conflict Management, Peace Economics and Development	/Journal/17061/contrib-conflict-manag-peace-econ-dev-contributions-to-conflict-management-peace-economics-and	9	3	Contrib Conflict Manag Peace Econ Dev
International Journal of Knowledge-based Development	/Journal/19137/int-j-knowl-base-dev-international-journal-of-knowledge-based-development	8	3	Int J Knowl Base Dev
Advances in Public Interest Accounting	/Journal/16901/advances-in-public-interest-accounting	2	3	
Board Leadership	/Journal/13151/board-leadership	130	2	
Nankai Business Review International	/Journal/17119/nankai-business-review-international	48	2	
International Journal of Pluralism and Economics Education	/Journal/19126/international-journal-of-pluralism-and-economics-education	20	2	
International Journal of Computational Economics and Econometrics	/Journal/19127/int-j-comput-econ-econometrics-international-journal-of-computational-economics-and-econometrics	14	2	Int J Comput Econ Econometrics
Review of Economic Perspectives	/Journal/20304/rev-econ-perspect-review-of-economic-perspectives	8	2	Rev Econ Perspect
International Journal of E-collaboration	/Journal/21400/international-journal-of-e-collaboration	6	2	
International Journal of Engineering Management and Economics	/Journal/18882/int-j-eng-manag-econ-international-journal-of-engineering-management-and-economics	5	2	Int J Eng Manag Econ
Advances in Mergers and Acquisitions	/Journal/16909/advances-in-mergers-and-acquisitions	3	2	
Transformations in Business & Economics	/Journal/5064/transform-bus-econ-transformations-in-business-&-economics	2	2	TRANSFORM BUS ECON
Baltic Journal of Economics	/Journal/4648/balt-j-econ-baltic-journal-of-economics	2	2	BALT J ECON
Inzinerine Ekonomika-engineering Economics	/Journal/4814/inz-ekon-inzinerine-ekonomika-engineering-economics	2	2	INZ EKON
The Nonprofit Counsel	/Journal/13215/the-nonprofit-counsel	360	1	
Base Ball: A Journal of The Early Game	/Journal/20618/base-ball-a-journal-of-the-early-game	51	1	
Harvard Business Review	/Journal/4761/harvard-bus-rev-harvard-business-review	42	1	HARVARD BUS REV
Journal of Global Responsibility	/Journal/16884/journal-of-global-responsibility	35	1	
California Management Review	/Journal/4660/calif-manage-rev-california-management-review	29	1	CALIF MANAGE REV
International Journal of Education Economics and Development	/Journal/19121/int-j-educ-econ-dev-international-journal-of-education-economics-and-development	27	1	Int J Educ Econ Dev
Comparative Economic Research	/Journal/20303/comp-econ-res-comparative-economic-research	26	1	Comp Econ Res
Sabaragamuwa University Journal	/Journal/21512/sabaragamuwa-university-journal	23	1	
Staff Studies	/Journal/21510/staff-studies	21	1	
International Journal of Arab Culture, Management and Sustainable Development	/Journal/19072/int-j-arab-cult-manag-sustain-dev-international-journal-of-arab-culture-management-and	18	1	Int J Arab Cult Manag Sustain Dev
International Journal of Financial Markets and Derivatives	/Journal/19124/international-journal-of-financial-markets-and-derivatives	18	1	
The Open Business Journal	/Journal/19817/open-bus-j-the-open-business-journal	18	1	Open Bus J
Technology and Investment	/Journal/21844/tech-invest-technology-and-investment	18	1	Tech Invest
Oecd Journal: Journal of Business Cycle Measurement and Analysis	/Journal/19479/oecd-journal-journal-of-business-cycle-measurement-and-analysis	17	1	
International Journal of Business Competition and Growth	/Journal/19138/int-j-bus-compet-growth-international-journal-of-business-competition-and-growth	12	1	Int J Bus Compet Growth
The Journal of Index Investing	/Journal/21142/the-journal-of-index-investing	12	1	
Academy of Management Review	/Journal/4598/acad-manage-rev-academy-of-management-review	10	1	ACAD MANAGE REV
International Journal of Intellectual Property -law, Economy and Management	/Journal/20166/international-journal-of-intellectual-property-law-economy-and-management	10	1	
International Journal of Actor-network Theory and Technological Innovation	/Journal/21384/international-journal-of-actor-network-theory-and-technological-innovation	8	1	
Fashion Practice: The Journal of Design, Creative Process & The Fashion Industr	/Journal/20380/fashion-practice-the-journal-of-design-creative-process-&-the-fashion-industr	7	1	
Advances in Business Marketing and Purchasing	/Journal/16905/advances-in-business-marketing-and-purchasing	6	1	
Asian Journal of Law and Economics	/Journal/20003/asian-journal-of-law-and-economics	5	1	
International Journal of Strategic Decision Sciences	/Journal/21415/international-journal-of-strategic-decision-sciences	5	1	
International Journal of Asian Business and Information Management	/Journal/21463/international-journal-of-asian-business-and-information-management	5	1	
Ids Research Reports	/Journal/17558/ids-research-reports	3	1	
Journal of Risk	/Journal/4927/j-risk-journal-of-risk	3	1	J RISK
Journal for East European Management Studies	/Journal/4848/j-east-eur-manag-stud-journal-for-east-european-management-studies	1	1	J EAST EUR MANAG STUD
Journal of King Abdulaziz University-economics and Administration	/Journal/21791/journal-of-king-abdulaziz-university-economics-and-administration	279	0	
Olsztyn Economic Journal	/Journal/20239/olsztyn-economic-journal	82	0	
Journal of Engineering Studies	/Journal/20920/journal-of-engineering-studies	64	0	
Privredna Izgradnja	/Journal/20126/privredna-izgradnja	54	0	
Management Report for Nonunion Organizations	/Journal/13207/management-report-for-nonunion-organizations	47	0	
Black Ball: A Negro Leagues Journal	/Journal/20620/black-ball-a-negro-leagues-journal	39	0	
Journal of Business Logistics	/Journal/4835/j-bus-logist-journal-of-business-logistics	37	0	J BUS LOGIST
Folia Oeconomica Stetinensia	/Journal/20245/folia-oeconomica-stetinensia	30	0	
Trimestre Economico	/Journal/5065/trim-econ-trimestre-economico	26	0	TRIM ECON
African Journal of Economic and Management Studies	/Journal/17124/african-journal-of-economic-and-management-studies	26	0	
International Journal of Technology Diffusion	/Journal/21435/international-journal-of-technology-diffusion	25	0	
Terra Incognita	/Journal/19574/terra-incognita	22	0	
Maritime Affairs: Journal of The National Maritime Foundation of India	/Journal/15723/maritime-affairs-journal-of-the-national-maritime-foundation-of-india	19	0	
Journal of International Dispute Settlement	/Journal/16780/journal-of-international-dispute-settlement	15	0	
International Journal of Applied Logistics	/Journal/21383/international-journal-of-applied-logistics	14	0	
Labour History	/Journal/11050/labour-hist-labour-history	13	0	LABOUR HIST
International Journal of Quality and Innovation	/Journal/19110/international-journal-of-quality-and-innovation	13	0	
Marketing Education Review	/Journal/20403/marketing-education-review	12	0	
Built-environment Sri Lanka	/Journal/21495/built-environment-sri-lanka	12	0	
Accounting Perspectives	/Journal/17483/accounting-perspectives	8	0	
Law and Financial Markets Review	/Journal/22132/law-and-financial-markets-review	8	0	
International Journal of Sports Marketing & Sponsorship	/Journal/4803/int-j-sports-mark-spons-international-journal-of-sports-marketing-&-sponsorship	7	0	INT J SPORTS MARK SPONS
South African Journal of Business Management	/Journal/5036/s-afr-j-bus-manag-south-african-journal-of-business-management	7	0	S AFR J BUS MANAG
Journal of Economics Theory	/Journal/21223/j-econ-theor-journal-of-economics-theory	6	0	J Econ Theor
European Competition Journal	/Journal/22135/european-competition-journal	6	0	
International Journal of Sociotechnology and Knowledge Development	/Journal/21419/international-journal-of-sociotechnology-and-knowledge-development	5	0	
Communications of The IbIMA	/Journal/22058/communications-of-the-ibima	5	0	
Industrial & Labor Relations Review	/Journal/4772/ind-labor-relat-rev-industrial-&-labor-relations-review	4	0	IND LABOR RELAT REV
Journal of Credit Risk	/Journal/4844/j-credit-risk-journal-of-credit-risk	4	0	J CREDIT RISK
Mit Sloan Management Review	/Journal/4963/mit-sloan-manage-rev-mit-sloan-management-review	4	0	MIT SLOAN MANAGE REV
Research-technology Management	/Journal/5009/res-technol-manage-research-technology-management	4	0	RES TECHNOL MANAGE
Strategic Survey	/Journal/16108/strategic-survey	4	0	
Ais Educator Journal	/Journal/20154/ais-educator-journal	4	0	
International Journal of E-business Research	/Journal/21376/int-j-e-bus-res-international-journal-of-e-business-research	4	0	Int J E Bus Res
International Journal of Transport Economics	/Journal/4805/int-j-transp-econ-international-journal-of-transport-economics	3	0	INT J TRANSP ECON
