	Name	Link	NPubs_list	NCits_list	ShortName
378	International Journal of Network Management	/Journal/378/ijnm-international-journal-of-network-management	881	2205	IJNM
765	ACM Transactions on Multimedia Computing, Communications, and Applications	/Journal/765/tomccap-acm-transactions-on-multimedia-computing-communications-and-applications	357	2203	TOMCCAP
108	Journal of Digital Information	/Journal/108/jodi-journal-of-digital-information	264	2203	JODI
4581	Photonic Network Communications	/Journal/4581/photonic-netw-commun-photonic-network-communications	607	2187	PHOTONIC NETW COMMUN
475	ACM Signum Newsletter	/Journal/475/acm-signum-newsletter	403	2185	
370	International Journal in Computer Simulation	/Journal/370/ijcs-international-journal-in-computer-simulation	91	2173	IJCS
117	Journal of Graph Algorithms and Applications	/Journal/117/jgaa-journal-of-graph-algorithms-and-applications	219	2140	JGAA
249	Sigecom Exchanges	/Journal/249/sigecom-exchanges	321	2116	
13	IEEE Distributed Systems Online	/Journal/13/dsonline-ieee-distributed-systems-online	635	2073	DSONLINE
14306	Computers and Composition	/Journal/14306/computers-and-composition	720	2066	
113	ACM Journal of Experimental Algorithms	/Journal/113/jea-acm-journal-of-experimental-algorithms	394	2040	JEA
17300	Health Information and Libraries Journal	/Journal/17300/health-information-and-libraries-journal	522	1996	
96	Journal of Circuits, Systems, and Computers	/Journal/96/jcsc-journal-of-circuits-systems-and-computers	810	1988	JCSC
5688	Minds and Machines	/Journal/5688/mind-mach-minds-and-machines	692	1988	MIND MACH
1055	Communications in Statistics - Simulation and Computation	/Journal/1055/cssc-communications-in-statistics-simulation-and-computation	227	1965	CSSC
10133	Annual Review of Information Science and Technology	/Journal/10133/annu-rev-inform-sci-tech-annual-review-of-information-science-and-technology	79	1955	ANNU REV INFORM SCI TECH
15419	Computing & Control Engineering Journal	/Journal/15419/computing-&-control-engineering-journal	906	1951	
746	Journal of Communications	/Journal/746/jcm-journal-of-communications	352	1929	JCM
301	Computer Systems: Science & Engineering	/Journal/301/csse-computer-systems-science-&-engineering	337	1902	CSSE
14294	World Patent Information	/Journal/14294/world-patent-information	1437	1896	
4566	Journal of Optical Networking	/Journal/4566/j-opt-netw-journal-of-optical-networking	541	1894	J OPT NETW
4567	Journal of Organizational Computing and Electronic Commerce	/Journal/4567/j-organ-comput-electron-comme-journal-of-organizational-computing-and-electronic-commerce	283	1884	J ORGAN COMPUT ELECTRON COMME
14584	Handbook of Numerical Analysis	/Journal/14584/handbook-of-numerical-analysis	124	1873	
316	Digital Technical Journal	/Journal/316/dtj-digital-technical-journal	158	1870	DTJ
148	Journal on Data Semantics	/Journal/148/jods-journal-on-data-semantics	127	1857	JODS
945	Virtual Reality	/Journal/945/virtual-reality	444	1853	
4574	Multidimensional Systems and Signal Processing	/Journal/4574/multidimension-syst-sign-proc-multidimensional-systems-and-signal-processing	476	1851	MULTIDIMENSION SYST SIGN PROC
4481	Computer Animation and Virtual Worlds	/Journal/4481/comput-animat-virtual-worlds-computer-animation-and-virtual-worlds	398	1850	COMPUT ANIMAT VIRTUAL WORLDS
1477	Biology Direct	/Journal/1477/biol-direct-biology-direct	284	1847	BIOL DIRECT
155	Künstliche Intelligenz	/Journal/155/ki-k-nstliche-intelligenz	1501	1840	KI
4504	Computational Geosciences	/Journal/4504/computat-geosci-computational-geosciences	393	1834	COMPUTAT GEOSCI
917	Pervasive and Mobile Computing	/Journal/917/percom-pervasive-and-mobile-computing	323	1827	PerCom
4546	International Journal of Satellite Communications	/Journal/4546/int-j-satell-commun-international-journal-of-satellite-communications	880	1825	INT J SATELL COMMUN
1007	Information Systems Security	/Journal/1007/jissec-information-systems-security	480	1818	JISSec
14214	Computing Systems in Engineering	/Journal/14214/computing-systems-in-engineering	344	1796	
227	Acta Cybernetica	/Journal/227/actac-acta-cybernetica	684	1792	ACTAC
944	Universal Access in The Information Society	/Journal/944/uais-universal-access-in-the-information-society	312	1771	UAIS
4555	IEEE/OSA Journal of Display Technology	/Journal/4555/j-disp-technol-ieee-osa-journal-of-display-technology	645	1765	J DISP TECHNOL
722	International Journal of Information Technology and Management	/Journal/722/ijitm-international-journal-of-information-technology-and-management	451	1765	IJITM
120	Journal of Information Processing and Cybernetics / Elektronische Informationsverarbeitung Und Kybernetik	/Journal/120/eik-journal-of-information-processing-and-cybernetics-elektronische-informationsverarbeitung	1047	1747	EIK
866	International Journal of Information Security	/Journal/866/international-journal-of-information-security	238	1743	
818	Cryptologia	/Journal/818/cryptologia	1224	1729	
1000	Cognition, Technology & Work	/Journal/1000/cognition-technology-&-work	380	1716	
831	Foundations and Trends in Communications and Information Theory	/Journal/831/ftcit-foundations-and-trends-in-communications-and-information-theory	24	1712	FTCIT
20901	Journal of Software	/Journal/20901/journal-of-software	1331	1711	
436	ACM Transactions on Applied Perception	/Journal/436/tap-acm-transactions-on-applied-perception	232	1708	TAP
986	Journal of Informetrics	/Journal/986/journal-of-informetrics	331	1702	
16894	Journal of Enterprise Information Management	/Journal/16894/journal-of-enterprise-information-management	312	1664	
140	Journal of The Ais	/Journal/140/jais-journal-of-the-ais	144	1663	JAIS
759	Transactions on Rough Sets	/Journal/759/transactions-on-rough-sets	221	1653	
60	Intelligenza Artificiale	/Journal/60/ia-intelligenza-artificiale	117	1642	IA
94	Journal of Automata, Languages and Combinatorics	/Journal/94/jalc-journal-of-automata-languages-and-combinatorics	304	1640	JALC
288	Electronic Commerce Research	/Journal/288/ecr-electronic-commerce-research	270	1639	ECR
333	Mis Quarterly Executive	/Journal/333/misqe-mis-quarterly-executive	204	1637	MISQE
14941	Information Storage and Retrieval	/Journal/14941/information-storage-and-retrieval	381	1615	
1051	Advances in Complex Systems	/Journal/1051/acs-advances-in-complex-systems	314	1611	ACS
14223	Information and Organization	/Journal/14223/information-and-organization	149	1597	
158	ACM Letters on Programming Languages and Systems	/Journal/158/loplas-acm-letters-on-programming-languages-and-systems	49	1580	LOPLAS
111	Journal of Electronic Commerce Research	/Journal/111/jecr-journal-of-electronic-commerce-research	122	1577	JECR
4521	Fuzzy Optimization and Decision Making	/Journal/4521/fuzzy-optim-decis-mak-fuzzy-optimization-and-decision-making	213	1534	FUZZY OPTIM DECIS MAK
744	Journal of Advanced Computational Intelligence and Intelligent Informatics	/Journal/744/jaciii-journal-of-advanced-computational-intelligence-and-intelligent-informatics	1009	1529	JACIII
726	International Journal of Mobile Communications	/Journal/726/ijmc-international-journal-of-mobile-communications	306	1528	IJMC
382	Computing and Informatics / Computers and Artificial Intelligence	/Journal/382/cai-computing-and-informatics-computers-and-artificial-intelligence	556	1522	CAI
4535	Iet Microwaves Antennas & Propagation	/Journal/4535/iet-microw-antennas-propag-iet-microwaves-antennas-&-propagation	599	1512	IET MICROW ANTENNAS PROPAG
791	Algol Bulletin	/Journal/791/algol-bulletin	350	1495	
216	ACM Standardview	/Journal/216/standardview-acm-standardview	196	1491	STANDARDVIEW
882	Journal of Instruction-level Parallelism	/Journal/882/jilp-journal-of-instruction-level-parallelism	73	1486	JILP
1029	International Journal of Humanoid Robotics	/Journal/1029/international-journal-of-humanoid-robotics	175	1485	
464	ACM Sigcue Outlook	/Journal/464/acm-sigcue-outlook	559	1473	
17715	Annual Review of Computer Science	/Journal/17715/annual-review-of-computer-science	63	1471	
857	Ieice Electronic Express	/Journal/857/ieice-electronic-express	1037	1457	
962	Operational Research	/Journal/962/orij-operational-research	363	1453	ORIJ
439	Elearn	/Journal/439/elearn	274	1437	
243	Electronic Transactions on Artificial Intelligence	/Journal/243/etai-electronic-transactions-on-artificial-intelligence	80	1429	ETAI
458	ACM Sigcas Computers and Society	/Journal/458/acm-sigcas-computers-and-society	912	1414	
974	Health Informatics Journal	/Journal/974/hij-health-informatics-journal	617	1414	HIJ
751	Journal of Networks	/Journal/751/jnw-journal-of-networks	357	1411	JNW
892	Journal of Communications and Networks	/Journal/892/jcn-journal-of-communications-and-networks	242	1407	JCN
15707	Computer Science Education	/Journal/15707/computer-science-education	417	1404	
35	Informatica (lithuanian Academy of Sciences)	/Journal/35/informaticalt-informatica-lithuanian-academy-of-sciences	500	1392	INFORMATICALT
218	ACM Transactions on Asian Language Information Processing	/Journal/218/talip-acm-transactions-on-asian-language-information-processing	197	1383	TALIP
254	Simulation Practice and Theory	/Journal/254/simpra-simulation-practice-and-theory	421	1377	SIMPRA
1004	International Journal of Parallel, Emergent and Distributed Systems	/Journal/1004/ijpeds-international-journal-of-parallel-emergent-and-distributed-systems	612	1373	IJPEDS
14333	Computer Integrated Manufacturing Systems	/Journal/14333/computer-integrated-manufacturing-systems	484	1372	
377	International Journal of Information Technology and Decision Making	/Journal/377/ijitdm-international-journal-of-information-technology-and-decision-making	403	1358	IJITDM
335	Advances in Computing Research	/Journal/335/acr-advances-in-computing-research	39	1353	ACR
32	International Journal of Image and Graphics	/Journal/32/ijig-international-journal-of-image-and-graphics	377	1322	IJIG
4544	International Journal of Medical Robotics and Computer Assisted Surgery	/Journal/4544/int-j-med-robot-comput-assist-international-journal-of-medical-robotics-and-computer-assisted	338	1306	INT J MED ROBOT COMPUT ASSIST
15174	Education and Information Technologies	/Journal/15174/education-and-information-technologies	413	1287	
961	Optimization Letters	/Journal/961/optimization-letters	413	1285	
