,Akey,Information retrieval score
59700,Dae Hyun Kim,0.0
59698,Esther Klabbers,0.0
59684,Robert K. Harle,0.0
59660,Assaf J. Kfoury,0.0
59653,Tor Lattimore,0.0
59599,José M. Barceló-Ordinas,0.0
59562,Ajit A. Diwan,0.0
59520,Peter Bailis,0.0
59510,Samer Al-Kiswany,0.0
59461,Varun Chandola,0.0
59454,Morten Kyng,0.0
59386,Zhentao Li,0.0
59358,Sameer Patil,0.0
59354,Dorit Aharonov,0.0
59322,Gary Bishop,0.0
612,Insup Lee,0.0
59312,Richard E. Parent,0.0
59257,Daniel R. Figueiredo,0.0
59235,Kurt Stirewalt,0.0
59193,David A. Gustafson,0.0
59190,K. Srinathan,0.0
59185,David Cordes,0.0
59153,David G. Green,0.0
59150,Manoel Eusebio de Lima,0.0
61270,Vineeth Nallure Balasubramanian,0.0
61295,Carlos Hitoshi Morimoto,0.0
61349,Robert Beverly,0.0
64022,Sanjeev Baskiyar,0.0
63919,Jay Ligatti,0.0
63887,Seyoung Kim,0.0
63871,Jonathan Z. Sun,0.0
63818,Luiz Gustavo Fernandes,0.0
63815,Amy McGovern,0.0
63812,Mirella Moura Moro,0.0
63792,Dante Augusto Couto Barone,0.0
63775,Somenath Biswas,0.0
63765,Cindy X. Chen,0.0
63711,Roman Garnett,0.0
63692,Carver Mead,0.0
63669,Kai-Hsiung Chang,0.0
63653,Rajiv Raman,0.0
63604,Raghavan Komondoor,0.0
63600,Sam Staton,0.0
63598,William H. Allen,0.0
63581,Rachelle S. Heller,0.0
63494,Michel Boyer,0.0
63488,Scott N. Woodfield,0.0
63457,Sunho Lim,0.0
63450,Alex Potanin,0.0
63437,Octav Chipara,0.0
63417,Franklin Ramalho,0.0
63413,Jacek Sroka,0.0
63387,Paul Denny,0.0
63382,W. Randolph Franklin,0.0
63378,Huiping Cao,0.0
63934,Rajat Mittal,0.0
64027,Paul Jackson,0.0
63331,J. Zico Kolter,0.0
64033,Bangti Jin,0.0
64722,David Alex Lamb,0.0
64706,Lingjia Tang,0.0
64704,Martin Davis,0.0
64682,Su-Lin Lee,0.0
64592,José R. A. Torreão,0.0
64572,Dhaval Patel,0.0
64569,Tyson Condie,0.0
64553,Aria Haghighi,0.0
64545,David Bamman,0.0
64475,Collin Lynch,0.0
64455,Olga Papaemmanouil,0.0
64452,Sean Hallgren,0.0
64428,Jonathan Goldstine,0.0
64372,Toshimi Minoura,0.0
64356,Jade Alglave,0.0
64340,Li Zhang 0003,0.0
64320,Paraschos Koutris,0.0
64304,Aldeida Aleti,0.0
64271,Henry J. Gardner,0.0
64241,David B. MacQueen,0.0
64216,Stacy C. Marsella,0.0
64192,Eric de Sturler,0.0
64163,Sam Tobin-Hochstadt,0.0
64154,Fabiano Silva,0.0
64142,Christian Doerr,0.0
64082,Patrick Yin Chiang,0.0
64043,Maria Garcia de la Banda,0.0
63377,Varsha Apte,0.0
63322,Soma Chaudhuri,0.0
61388,Célio Vinicius N. de Albuquerque,0.0
62405,Altair Olivo Santin,0.0
62254,Christophe Dessimoz,0.0
62239,Robert F. Lucas,0.0
62184,Jan Hoffmann 0002,0.0
62151,Alan Siegel,0.0
62094,Bernhard Kainz,0.0
62069,George J. Milne,0.0
62045,Wm. Randolph Franklin,0.0
62023,Mehmet M. Dalkilic,0.0
62012,D. Janakiram,0.0
61883,Aziz Mohaisen,0.0
61847,David W. Albrecht,0.0
61788,Omar Fawzi,0.0
61711,Damian Dechev,0.0
61689,Zhaoping Li,0.0
61682,Allan Gottlieb,0.0
61649,Gershon Kedem,0.0
61644,Fabíola Greve,0.0
61623,Owen T. Carmichael,0.0
61612,Jon Sticklen,0.0
61527,Cindy L. Bethel,0.0
61508,Pino Persiano,0.0
61479,Raghunath Tewari,0.0
61471,Brenna Argall,0.0
225,Christos H. Papadimitriou,0.0
61457,Mary Wootters,0.0
61437,John Hannan,0.0
61393,Thomas Sudkamp,0.0
62270,Mauro Maggioni,0.0
62435,Hartmut Kaiser,0.0
213,Rajkumar Buyya,0.0
62452,Steven J. Zeil,0.0
63058,Sharon Shoham,0.0
63055,David McG. Squire,0.0
63027,Lee D. Coraor,0.0
63001,Xubo B. Song,0.0
62981,Dorgival Olavo Guedes Neto,0.0
62965,Danai Koutra,0.0
62937,Michael D. Grossberg,0.0
62914,Rob Miller,0.0
62900,Robert Veroff,0.0
62864,Jinyuan Sun,0.0
62855,Edson dos Santos Moreira,0.0
62843,Russell M. Taylor II,0.0
62829,Les L. Miller,0.0
62824,Karen Panetta,0.0
62822,Mehdi Mirakhorli,0.0
62815,Roseli A. Francelin Romero,0.0
62800,Clark W. Barrett,0.0
62743,Anshumali Shrivastava,0.0
62703,Tariq M. King,0.0
62701,Raimundo José de Araújo Macêdo,0.0
62651,Catherine C. McGeoch,0.0
62597,Svetlana Puzynina,0.0
62575,Rahul Tripathi,0.0
62567,George Lima,0.0
62511,Jun Li 0001,0.0
62482,Gang Chen 0002,0.0
62455,Erik Frøkjær,0.0
71916,Julian Gough,0.0
71920,Thomas Abeel,0.0
71958,Javam C. Machado,0.0
85307,Alessio Gaspar,0.0
85930,Arnab Ray,0.0
85907,Alan C. Kay,0.0
85888,C. William Gear,0.0
85879,Bogdan Dit,0.0
85861,James Stewart,0.0
85814,Elias Oliveira,0.0
85811,Marcel Salathé,0.0
85805,Dinesh Babu Jayagopi,0.0
85756,Murray Eden,0.0
85711,Tom Duchamp,0.0
85636,David J. Barnes,0.0
85635,Prabhaker Mateti,0.0
85519,Mart L. Molle,0.0
85274,Frank Zhigang Wang,0.0
81472,John H. Holland,0.0
85226,Andrew Meneely,0.0
85212,Maurice F. Fallon,0.0
85129,Peter Alvaro,0.0
85070,Lane Harrison,0.0
85058,Alessandro Veneziani,0.0
85041,Joe Geigel,0.0
85016,Evandro Costa,0.0
84997,Gianluca Stringhini,0.0
84979,Alan V. Sahakian,0.0
84955,Cem Kaner,0.0
84897,Rahul Narain,0.0
84814,Jesse L. Barlow,0.0
84806,Parth H. Pathak,0.0
129,Hui Zhang,0.0
86089,Anil Seth,0.0
86145,Francesca Spezzano,0.0
86177,Jaime Ruiz,0.0
87189,Jie Cui,0.0
87182,Eric G. Mercer,0.0
87180,Alair Pereira do Lago,0.0
87153,Michael J. Watts,0.0
125,Vijay Kumar,0.0
87121,Dorgival Guedes,0.0
86834,Viorela Ila,0.0
86818,Flávia A. Barros,0.0
86816,Ricardo Melo Bastos,0.0
86799,Andrew Nealen,0.0
86767,W. Richards Adrion,0.0
86661,Yen Cheung,0.0
86589,Lena Mashayekhy,0.0
86558,Tom Weidong Cai,0.0
86550,Peraphon Sophatsathit,0.0
86489,Helena Cristina da Gama Leitão,0.0
86487,Yotam I. Gingold,0.0
86460,William S. Cleveland,0.0
86353,Pattarasinee Bhattarakosol,0.0
86347,Tracy Anne Hammond,0.0
86326,Yu David Liu,0.0
86283,Linda Morales,0.0
86234,Jyh-haw Yeh,0.0
86229,Aditya Kanade,0.0
86227,KangKang Yin,0.0
86202,J. Nelson Rushton,0.0
86191,Edmond Schonberg,0.0
84789,Blase Ur,0.0
84699,John Yiannis Cotronis,0.0
84688,Junhyong Kim,0.0
82802,Vinay P. Namboodiri,0.0
82711,Ronald Garcia,0.0
82657,Roberto Willrich,0.0
82619,Ugo A. Buy,0.0
82606,Mark Herbster,0.0
82603,Hye-Chung Kum,0.0
82568,Pedro Frosi Rosa,0.0
82566,Thomas Peters,0.0
82535,Ingrid Jansch-Pôrto,0.0
82519,Mark Smotherman,0.0
82474,Manton M. Matthews,0.0
82469,Markus Kuhn,0.0
82462,Norman Makoto Su,0.0
82454,Amit Zoran,0.0
82410,Ryan Stansifer,0.0
82368,Mark C. W. van Rossum,0.0
82146,Thomas M. Howard,0.0
82076,Xin Li 0006,0.0
82062,Matthew S. Goodwin,0.0
81998,William Kahan,0.0
81923,Charles W. Anderson,0.0
81917,Joan-Manuel Parcerisa,0.0
81915,Melody Moore Jackson,0.0
81909,Jacopo Urbani,0.0
81871,Eric Miller,0.0
138,David Eppstein,0.0
81754,Daniel Sanchez,0.0
81679,Mathias Kölsch,0.0
82750,Haryadi S. Gunawi,0.0
82971,Hung Manh La,0.0
84554,Lingming Zhang,0.0
82985,Eero Vainikko,0.0
84499,Christoph Riedl,0.0
84492,Mikel D. Petty,0.0
84436,Edilson R. R. Kato,0.0
84423,Stephen Blackburn,0.0
84391,Clark D. Thompson,0.0
84380,Hans-Peter Bischof,0.0
84152,Patricia J. Riddle,0.0
84088,Mike Bailey,0.0
84069,Henry Y. H. Chuang,0.0
84005,Emily M. Bender,0.0
83807,Howard C. Elman,0.0
83737,Sune Darkner,0.0
83694,Riccardo Distasi,0.0
83657,Parag Chaudhuri,0.0
83531,Dominique Chu,0.0
83437,Flávio Miguel Varejão,0.0
83434,Robert Fergus,0.0
83388,Yvonne Jansen,0.0
83362,Raymond Bisdorff,0.0
83323,James G. Nagy,0.0
83312,Vivek Srikumar,0.0
83306,Thomas W. Rauber,0.0
83216,Peter J. Downey,0.0
83170,Zhaohui S. Qin,0.0
83084,Rick Dale,0.0
83060,Sujit Gujar,0.0
83041,Igor Goryanin,0.0
87206,C. Krishna Mohan,0.0
87255,Paulo Lício de Geus,0.0
87285,Muhammad Shahzad,0.0
91880,Manel Medina,0.0
91867,Ted Huffmire,0.0
91860,Aniket Mahanti,0.0
91857,Ardalan Amiri Sani,0.0
91812,Daltro José Nunes,0.0
91792,Yair Zick,0.0
91742,Manel Guerrero Zapata,0.0
91571,Steven R. Brandt,0.0
91570,Andrew Moore,0.0
91558,Tom Henderson,0.0
91423,Patricia Dockhorn Costa,0.0
91351,Pedro J. de Rezende,0.0
91330,Melissa Dark,0.0
91280,A. Antony Franklin,0.0
91265,Gholamreza Anbarjafari,0.0
91204,Stefan Monnier,0.0
91182,Ajit Rajwade,0.0
91131,Paul T. Tymann,0.0
91109,Sonia Haiduc,0.0
91105,Luca Castelli Aleardi,0.0
91043,Nasir Memon,0.0
90988,Peter C. Rigby,0.0
90974,Robert E. Webber,0.0
90884,Magnos Martinello,0.0
90802,Edson Cáceres,0.0
90795,Nigel H. Goddard,0.0
90785,David T. Blaauw,0.0
90742,Viktor de Boer,0.0
91868,Bin Ren,0.0
91904,Luca Barletta,0.0
90709,Michael Brand,0.0
91914,Sumita Mishra,0.0
93109,Amy Sliva,0.0
93099,Loris D'Antoni,0.0
93095,Victor de Boer,0.0
93075,Francisco J. Valero Cuevas,0.0
93059,Tijs Slaats,0.0
92909,Regivan H. Nunes Santiago,0.0
92869,Renee Elio,0.0
92864,John R. Rose,0.0
92807,Richard E. Newman-Wolfe,0.0
92802,Joydeep Biswas,0.0
92726,Eli Bozorgzadeh,0.0
92660,Heggere S. Ranganath,0.0
92651,Anne M. Denton,0.0
92640,Alexandre Marcos Lins de Vasconcelos,0.0
92587,Dmitry Korkin,0.0
92526,Rym Zalila-Wenkstern,0.0
92430,Christopher J. Rossbach,0.0
92272,Elias Bareinboim,0.0
92262,Michael A. Casey,0.0
92216,Mohammad Maifi Hasan Khan,0.0
92188,Uwe R. Zimmer,0.0
92148,Francesco Musumeci,0.0
92119,Margaret H. Wright,0.0
92071,Thomas F. Knight Jr.,0.0
92001,James Griffioen,0.0
91977,Fengjun Li,0.0
91976,Rui Wang 0003,0.0
90729,Donald L. Bitzer,0.0
90420,Helena de Medeiros Caseli,0.0
87307,Dionysios Kountanis,0.0
88610,Minh Hoai Nguyen,0.0
88517,Yilu Liu,0.0
88490,Meenakshisundaram Gopi,0.0
88488,Thomas Wischgoll,0.0
88468,Américo Sampaio,0.0
88301,Aasa Feragen,0.0
88173,Anne Denton,0.0
88116,Simon Lacoste-Julien,0.0
88079,Min Chi,0.0
88001,Bhubaneswar Mishra,0.0
87970,S. Akshay,0.0
87943,Xiaoli Fern,0.0
87940,Gabriel Dos Reis,0.0
87829,J. Douglas Birdwell,0.0
87801,K. Sam Shanmugan,0.0
87792,Edjair de Souza Mota,0.0
87759,John P. Dickerson,0.0
87742,Ricardo P. Jacobi,0.0
87694,Ryan Hayward,0.0
87679,Michelle L. Mazurek,0.0
87671,Ana Teresa C. Martins,0.0
87647,Paulo Centoducatte,0.0
87634,Edgar N. Gilbert,0.0
87621,Akshay Krishnamurthy,0.0
87576,David Streader,0.0
87553,Rosalba Zizza,0.0
87410,Robert Johnson,0.0
87352,Julio C. Hernandez-Castro,0.0
88599,Rosa Vicari,0.0
88612,Carsten Steger,0.0
90386,José Luís Almada Güntzel,0.0
88714,Álvaro F. Moreira,0.0
90363,Ansaf Salleb-Aouissi,0.0
90312,Robert Patro,0.0
90263,Lizhong Chen,0.0
90244,Michael Gasser,0.0
90216,Ugo Buy,0.0
90207,Donatello Materassi,0.0
90114,Kenneth R. Jackson,0.0
90091,Paul Patras,0.0
90065,Paulo Sergio Lopes de Souza,0.0
89990,Martin Jaggi,0.0
89916,Mark A. Horowitz,0.0
89876,Robert D. Rodman,0.0
89824,Anca Ralescu,0.0
89691,William H. Robinson,0.0
89673,Lucia Helena Machado Rino,0.0
89654,Sergey Gorbunov,0.0
108,Joseph Y. Halpern,0.0
89538,Chandrasekar Subramaniam,0.0
89426,Miguel Razo,0.0
89423,Patrick C. Shih,0.0
89389,Hossein Hojjat,0.0
89315,Werner Dietl,0.0
89161,Kevin Gimpel,0.0
89102,Dave Levin,0.0
89013,Toby C. Murray,0.0
88731,William F. Ogden,0.0
88715,K. Anton Feenstra,0.0
81537,Thomas D. LaToza,0.0
81413,Dhananjay M. Dhamdhere,0.0
71968,Piyush Rai,0.0
75504,Donald Sheehy,0.0
75753,Charles Edwin Killian,0.0
75732,Kasper Bonne Rasmussen,0.0
75711,Mo Sha,0.0
75707,Jean Honorio,0.0
75694,Alessandra Scafuro,0.0
75682,Cinthia Obladen de Almendra Freitas,0.0
75660,Heinz Schwärtzel,0.0
75640,Daniel Jiménez-González,0.0
75563,David W. Petr,0.0
75561,Tijana Milenkovic,0.0
75555,Karthekeyan Chandrasekaran,0.0
75550,Philip M. Lewis II,0.0
75525,Elmar U. K. Melcher,0.0
75395,Stephen McCamant,0.0
81372,Marcos Sfair Sunyé,0.0
75370,Rajdeep Niyogi,0.0
75326,Boris Grot,0.0
75308,Alessandra Cavarra,0.0
75190,Simone do Rocio Senger de Souza,0.0
75129,Fred R. M. Barnes,0.0
75085,Marcelo H. de Carvalho,0.0
75080,Arjun Guha,0.0
75065,Sahand Negahban,0.0
75060,Weigang Li,0.0
75017,Christopher T. Haynes,0.0
74982,Xing-Dong Yang,0.0
74973,Luiz Eduardo Buzato,0.0
74841,Leilah Lyons,0.0
75793,Ricardo Felipe Custódio,0.0
75836,Alvin J. Surkan,0.0
75877,Bharat Adsul,0.0
75909,Mary D. Swift,0.0
76754,Cynthia C. S. Liem,0.0
76707,Christopher Riesbeck,0.0
76703,Donald C. S. Allison,0.0
76701,Roseli A. F. Romero,0.0
76644,W. Jim Zheng,0.0
76593,Carla Merkle Westphall,0.0
76589,Randy A. Freeman,0.0
76575,Matthias Althoff,0.0
76551,William F. Punch III,0.0
76506,S. M. Shahriar Nirjon,0.0
76386,Aslan Askarov,0.0
76350,Krishna P. Gummadi,0.0
76345,David Baker,0.0
76294,Bistra N. Dilkina,0.0
76288,Theophilus Benson,0.0
76284,Gill Bejerano,0.0
76279,Michael E. Shin,0.0
76239,Seah Hock Soon,0.0
76212,Roel C. de Vrijer,0.0
76188,Syin Chan,0.0
76149,Dalcidio Moraes Claudio,0.0
76140,Richard Alan Peters II,0.0
76069,Ernst Denert,0.0
76063,Benjamin Snyder,0.0
76020,Mary Cryan,0.0
76007,Evangelos Kalogerakis,0.0
75995,David J. Malan,0.0
74761,Michael D. Jones,0.0
74701,David J. Thuente,0.0
74670,Oliver Ray,0.0
73038,Rudolf Mathon,0.0
72981,Vinhthuy Phan,0.0
72948,Tomer Shlomi,0.0
72909,Martin H. Schultz,0.0
187,Dharma P. Agrawal,0.0
72770,Jacob Whitehill,0.0
72673,Desheng Zhang,0.0
72645,Peter J. Rodgers,0.0
72638,Ryan Newton,0.0
72628,Michael A. Jenkins,0.0
72614,Chris Kanich,0.0
72596,Rotem Oshman,0.0
72567,Vasileios P. Kemerlis,0.0
72562,Larissa Meinicke,0.0
72456,Bivas Mitra,0.0
72445,G. Elisabeta Marai,0.0
72385,Sathiamoorthy Manoharan,0.0
72371,Rong Zhao,0.0
72328,Marcus A. Maloof,0.0
72224,Robert D. Cameron,0.0
72210,David K. Duvenaud,0.0
72179,Zekeriya Erkin,0.0
72124,Yonghong Yan 0001,0.0
72098,Ian Mitchell,0.0
72047,Alexandra Kolla,0.0
72038,Suman Jana,0.0
72034,Uday Kurkure,0.0
72010,Brad T. Vander Zanden,0.0
73025,Yawen Chen,0.0
73352,Licia Sbattella,0.0
74618,Nadia Heninger,0.0
73371,David W. Etherington,0.0
74614,Byron C. Wallace,0.0
74575,Misha Elena Kilmer,0.0
74568,Christopher D. Clack,0.0
74567,James Brotherston,0.0
74480,C. David Page Jr.,0.0
74438,Shuheng Zhou,0.0
74342,Manolis Kellis,0.0
74326,Brent ByungHoon Kang,0.0
74314,Yong-Liang Yang,0.0
74295,Thomas Dillig,0.0
74272,Karl-Friedrich Böhringer,0.0
172,Wayne Luk,0.0
74191,Andrew C. Rice,0.0
74151,Mark Sherriff,0.0
74115,William Yang Wang,0.0
74112,Michael Ferdman,0.0
74085,Jorge Luis Victória Barbosa,0.0
74081,Myrto Arapinis,0.0
74062,Hanna Kurniawati,0.0
74057,Denise Guliato,0.0
73977,John M. Gauch,0.0
182,Leonidas J. Guibas,0.0
73589,Raimir Holanda Filho,0.0
73549,Stéphane Lengrand,0.0
73520,Jeffrey E. Boyd,0.0
73466,Vladimir Rokhlin,0.0
73394,Andreas Koch,0.0
76801,Erik Andersen,0.0
76829,Chris Brown,0.0
76855,Chris Pal,0.0
79956,Patrícia Augustin Jaques,0.0
79888,Luís Carlos Trevelin,0.0
79864,Rajsekar Manokaran,0.0
79798,Larry Finkelstein,0.0
79772,David Kay,0.0
79753,Michael Pradel,0.0
79752,Peter J. Freyd,0.0
79738,Ian M. Leslie,0.0
79735,Mark Foskey,0.0
79710,Luís Alfredo V. de Carvalho,0.0
79703,Michael R. Clarkson,0.0
79679,Philip Lewis,0.0
79655,Mike D. Atkinson,0.0
79622,Ira Pohl,0.0
79559,Arun Sood,0.0
147,Albert Y. Zomaya,0.0
79541,Leonardo Murta,0.0
79522,David F. McAllister,0.0
79510,Larry D. Pyeatt,0.0
79481,Mohit Bansal,0.0
79453,Alec Jacobson,0.0
79430,Campbell Wilson,0.0
79420,Amit Prakash,0.0
79362,Cara MacNish,0.0
79189,Katia S. Guimarães,0.0
79147,Rudolph P. Darken,0.0
79138,Wally Smith,0.0
79128,Ariel J. Frank,0.0
79894,Jakub Szefer,0.0
79961,Guang Song,0.0
79053,Om P. Damani,0.0
79968,Douglas D. Dankel II,0.0
81308,Anthony S. Wojcik,0.0
81270,Finale Doshi-Velez,0.0
81266,Gursimran S. Walia,0.0
81204,Albert N. Badre,0.0
81137,Andrew C. Simpson,0.0
81120,Klaus Hildebrandt,0.0
81110,Marsette Vona,0.0
81033,Peter Sutton,0.0
139,Qing Wang,0.0
80955,Ana Regina Cavalcanti da Rocha,0.0
80848,Christopher Batten,0.0
80822,Emina Torlak,0.0
80754,Alexander Lex,0.0
80736,David Isaacson,0.0
80694,Miguel Valero-García,0.0
80677,David W. Krumme,0.0
80662,Shivaram Kalyanakrishnan,0.0
80604,Timothy Bourke,0.0
140,Jun Li,0.0
80429,Jesse M. Heines,0.0
80379,Ramakanth Kavuluru,0.0
80311,Carlos A. J. Martinhon,0.0
80259,Stephen R. Marschner,0.0
80181,Olof B. Widlund,0.0
80136,Antonio Nicolosi,0.0
80105,Walter Oberschelp,0.0
80014,José F. Morales,0.0
79123,Julian Padget,0.0
79032,Athanasios Bamis,0.0
76862,Eugene Y. Vasserman,0.0
77869,Emily Mower,0.0
77799,Thomas Schwarz,0.0
77791,Robert V. Kenyon,0.0
77751,Ramaswamy Chandrasekaran,0.0
77725,Anca D. Dragan,0.0
77646,Hamidreza Chitsaz,0.0
77615,Praveen Paruchuri,0.0
77576,Yolanda Becerra,0.0
77565,Janaina Mourão Miranda,0.0
77553,Neucimar J. Leite,0.0
77526,Maria Istela Cagnin,0.0
164,Nassir Navab,0.0
77473,Andrzej Filinski,0.0
77435,Frank Dehne,0.0
77409,Rajat Moona,0.0
77374,Tomasz Arodz,0.0
77352,Mariza Andrade da Silva Bigonha,0.0
77310,Robert E. Noonan,0.0
77296,Piotr Wasilewski,0.0
77244,Sudip Roy 0001,0.0
77189,Lenore J. Cowen,0.0
77120,Boris S. Verkhovsky,0.0
77117,J. Michael Spivey,0.0
77111,Steven L. Salzberg,0.0
77060,Hamid R. Ekbia,0.0
77030,Bernhard E. Boser,0.0
77013,Tom Moher,0.0
168,Feng Liu,0.0
77822,Cristiano Giuffrida,0.0
77957,David Meger,0.0
78983,Alan C. Shaw,0.0
77965,Changxi Zheng,0.0
78963,Patricia Riddle,0.0
78947,Chris Heunen,0.0
78930,Chee-Hung Henry Chu,0.0
78862,Christophe Crespelle,0.0
78860,Radu Grigore,0.0
78799,Turner Whitted,0.0
162,Helmut Krcmar,0.0
78644,P. Ubaidulla,0.0
78633,Alex Sandro Gomes,0.0
78604,Adrienne Decker,0.0
78541,Russ Joseph,0.0
78495,Venkatesh Prasad Ranganath,0.0
78445,Tamar Schlick,0.0
78432,Olivier Laurent,0.0
78369,James W. Mickens,0.0
78341,Andrew Markham,0.0
78329,Marcos A. Castilho,0.0
78323,Jia Deng,0.0
78239,Philip Brighten Godfrey,0.0
78220,John Robinson,0.0
78183,Lu Feng,0.0
78179,Robert P. Futrelle,0.0
78166,Graham Knight,0.0
78152,Jernej Barbic,0.0
78114,Fernando G. S. L. Brandão,0.0
78014,Orides Morandin Jr.,0.0
78011,Michel A. Melkanoff,0.0
26899,Marcus Gallagher,0.0
2189,Antonio Alfredo Ferreira Loureiro,0.0
26894,Jack B. Dennis,0.0
8099,Ileana Streinu,0.0
8182,Ronald J. Gould,0.0
8177,Youtao Zhang,0.0
8171,Ravi Ramamoorthi,0.0
8153,Xinwen Fu,0.0
8151,A. Prasad Vinod,0.0
8150,Pankaj Jalote,0.0
8141,Uwe Aßmann,0.0
8139,Manoj Prabhakaran,0.0
8132,Hyeong-Ah Choi,0.0
8126,Baoxin Li,0.0
8113,Krishna M. Kavi,0.0
8106,Nagiza F. Samatova,0.0
8104,Daniel P. Miranker,0.0
8098,Matthew Turk,0.0
6592,Juyang Weng,0.0
8093,Pasquale Foggia,0.0
8091,Ralph E. Johnson,0.0
8089,Leo Joskowicz,0.0
8083,Benny Chor,0.0
8068,John E. Laird,0.0
8066,Jean-Michel Muller,0.0
8064,Frank Ruskey,0.0
1657,Joseph M. Hellerstein,0.0
8050,Winston Khoon Guan Seah,0.0
8049,Bob J. Wielinga,0.0
8046,Sam Toueg,0.0
8042,David H. Laidlaw,0.0
8038,Haitao Zheng,0.0
8185,Ze-Nian Li,0.0
8190,Vipul Goyal,0.0
8191,Tucker R. Balch,0.0
8192,Elisabetta Di Nitto,0.0
8371,Sandeep Sen,0.0
1645,Vasant Honavar,0.0
8360,Sara B. Kiesler,0.0
8358,Radu Sion,0.0
8349,Alan Mycroft,0.0
8341,Eugene H. Spafford,0.0
8340,Michal Pilipczuk,0.0
8339,Yang Liu 0003,0.0
8334,Sanjay Chawla,0.0
8309,Endre Szemerédi,0.0
8306,Jack W. Davidson,0.0
8290,Andrzej Szalas,0.0
8287,Andy King,0.0
1648,Avrim Blum,0.0
8271,Yannis Smaragdakis,0.0
8266,Yann-Hang Lee,0.0
8259,Karan Singh,0.0
8256,Ravi Janardan,0.0
8254,Cristina Conati,0.0
8241,David F. Redmiles,0.0
8229,Jie Zhang 0002,0.0
8224,Cesare Alippi,0.0
8222,Xiuwen Liu,0.0
8217,Charles E. Leiserson,0.0
8216,Anil Nerode,0.0
8208,Jonathan I. Maletic,0.0
8199,Jonathan M. Smith,0.0
8036,Ibrahim Matta,0.0
8033,Yee-Hong Yang,0.0
8021,Santiago Ontañón,0.0
7878,Alex Delis,0.0
7869,Michael Lindenbaum,0.0
1673,Georgy L. Gimel'farb,0.0
7862,David M. Brooks,0.0
7861,Kostas Daniilidis,0.0
7857,Kasper Hornbæk,0.0
7856,Stephen T. Hedetniemi,0.0
7849,Jim Davies,0.0
1675,Jeffrey Shallit,0.0
7841,C. Seshadhri,0.0
7839,Stephen M. Pizer,0.0
7834,Michael Franz,0.0
7831,Zhenyu Yang,0.0
7826,Randall Davis,0.0
1678,John P. Hayes,0.0
7814,Derek G. Corneil,0.0
1686,Sanjay Ranka,0.0
7808,Lawrence Chung,0.0
1692,Wen-mei W. Hwu,0.0
7805,Raimund Dachselt,0.0
7794,George D. C. Cavalcanti,0.0
7785,MohammadTaghi Hajiaghayi,0.0
7781,Klaus Mueller,0.0
1693,Mukesh Singhal,0.0
7762,Peter J. Bentley,0.0
7760,Weixiong Zhang,0.0
7749,Ahmed M. Elgammal,0.0
7747,Elaine Shi,0.0
7871,Karl N. Levitt,0.0
7879,Christian Theobalt,0.0
8014,Christopher D. Gill,0.0
7883,Peter Z. Revesz,0.0
8013,Cees Witteveen,0.0
8006,Atul Prakash,0.0
8005,Philip N. Klein,0.0
7992,David W. Jacobs,0.0
7990,Stephen Gilmore,0.0
7984,David A. Wood,0.0
7978,Erez Petrank,0.0
7977,Roger D. Hersch,0.0
7976,Dawn Song,0.0
7974,Laurie Williams,0.0
7968,Graeme Smith,0.0
7966,Gurindar S. Sohi,0.0
7961,Simone Diniz Junqueira Barbosa,0.0
7951,Paul T. Groth,0.0
7949,Michal Feldman,0.0
7947,Ming Dong,0.0
7943,Hans W. Guesgen,0.0
7942,Roel Vertegaal,0.0
1659,Abraham Silberschatz,0.0
1661,Yvo Desmedt,0.0
7935,Oded Shmueli,0.0
7932,Margo I. Seltzer,0.0
7930,Felix Brandt,0.0
7925,Sjouke Mauw,0.0
7922,Paul E. Debevec,0.0
7896,Val Tannen,0.0
7889,William Fornaciari,0.0
8375,K. Madhava Krishna,0.0
8377,Umakishore Ramachandran,0.0
8387,Mary Shaw,0.0
8853,Ovidiu Daescu,0.0
8844,Robert E. Mahony,0.0
8841,Cuntai Guan,0.0
8834,Daniel A. Spielman,0.0
8818,Magdalena Balazinska,0.0
1610,Joachim M. Buhmann,0.0
8808,Arvind,0.0
8806,Valmir C. Barbosa,0.0
8804,Sven J. Dickinson,0.0
8784,Amit Kumar 0001,0.0
1618,Latifur Khan,0.0
8771,Marcelo Lubaszewski,0.0
8769,Dan S. Wallach,0.0
8767,Y. Narahari,0.0
8761,Ryszard Janicki,0.0
8758,Uirá Kulesza,0.0
8757,Sushil K. Prasad,0.0
8755,Andrew G. Barto,0.0
8751,David A. Plaisted,0.0
8749,C. R. Ramakrishnan,0.0
8740,Farnam Jahanian,0.0
8738,James D. Herbsleb,0.0
8734,Pierre Boulanger,0.0
8730,Ron M. Roth,0.0
8725,Rebecca E. Grinter,0.0
8713,Haibin Ling,0.0
8702,David B. Shmoys,0.0
1620,Anand Sivasubramaniam,0.0
1605,Jean-Pierre Hubaux,0.0
8869,Frank Vetere,0.0
8696,Carlos Ordonez,0.0
8873,Bonnie Berger,0.0
9047,Patrick Cousot,0.0
9043,Shmuel Peleg,0.0
9029,Pablo A. Parrilo,0.0
9021,Eric L. Miller,0.0
9015,David P. Williamson,0.0
1590,Guohong Cao,0.0
9011,Peter Y. A. Ryan,0.0
9007,Amnon Shashua,0.0
9005,Saman P. Amarasinghe,0.0
1594,Rupak Majumdar,0.0
8985,Andrian Marcus,0.0
8982,Ping Li 0001,0.0
8974,Xiaowei Yang,0.0
